  0.0000000000E+00  0.0000000000E+00
  3.0000000000E-04 -4.2964749086E-09
  1.2000000000E-03 -1.7177600151E-08
  2.7000000000E-03 -3.8618494007E-08
  4.8000000000E-03 -6.8577742667E-08
  7.5000000000E-03 -1.0699748370E-07
  1.0800000000E-02 -1.5380352263E-07
  1.4700000000E-02 -2.0890548245E-07
  1.9200000000E-02 -2.7219698562E-07
  2.4300000000E-02 -3.4355586828E-07
  3.0000000000E-02 -4.2284442616E-07
  3.6300000000E-02 -5.0990969167E-07
  4.3200000000E-02 -6.0458374151E-07
  5.0700000000E-02 -7.0668403430E-07
  5.8800000000E-02 -8.1601377730E-07
  6.7500000000E-02 -9.3236232155E-07
  7.6800000000E-02 -1.0555055846E-06
  8.6700000000E-02 -1.1852065000E-06
  9.7200000000E-02 -1.3212154918E-06
  1.0830000000E-01 -1.4632709749E-06
  1.2000000000E-01 -1.6110998779E-06
  1.3230000000E-01 -1.7644181888E-06
  1.4520000000E-01 -1.9229315222E-06
  1.5870000000E-01 -2.0863357062E-06
  1.7280000000E-01 -2.2543173885E-06
  1.8750000000E-01 -2.4265546595E-06
  2.0280000000E-01 -2.6027176924E-06
  2.1870000000E-01 -2.7824693972E-06
  2.3520000000E-01 -2.9654660888E-06
  2.5230000000E-01 -3.1513581673E-06
  2.7000000000E-01 -3.3397908077E-06
  2.8830000000E-01 -3.5304046605E-06
  3.0720000000E-01 -3.7228365583E-06
  3.2670000000E-01 -3.9167202293E-06
  3.4680000000E-01 -4.1116870157E-06
  3.6750000000E-01 -4.3073665947E-06
  3.8880000000E-01 -4.5033877013E-06
  4.1070000000E-01 -4.6993788510E-06
  4.3320000000E-01 -4.8949690619E-06
  4.5630000000E-01 -5.0897885727E-06
  4.8000000000E-01 -5.2834695573E-06
  5.0430000000E-01 -5.4756468326E-06
  5.2920000000E-01 -5.6659585602E-06
  5.5470000000E-01 -5.8540469378E-06
  5.8080000000E-01 -6.0395588815E-06
  6.0750000000E-01 -6.2221466959E-06
  6.3480000000E-01 -6.4014687317E-06
  6.6270000000E-01 -6.5771900286E-06
  6.9120000000E-01 -6.7489829422E-06
  7.2030000000E-01 -6.9165277553E-06
  7.5000000000E-01 -7.0795132697E-06
  7.8030000000E-01 -7.2376373794E-06
  8.1120000000E-01 -7.3906076236E-06
  8.4270000000E-01 -7.5381417172E-06
  8.7480000000E-01 -7.6799680603E-06
  9.0750000000E-01 -7.8158262228E-06
  9.4080000000E-01 -7.9454674048E-06
  9.7470000000E-01 -8.0686548729E-06
  1.0092000000E+00 -8.1851643684E-06
  1.0443000000E+00 -8.2947844902E-06
  1.0800000000E+00 -8.3973170495E-06
  1.1163000000E+00 -8.4925773963E-06
  1.1532000000E+00 -8.5803947169E-06
  1.1907000000E+00 -8.6606123029E-06
  1.2288000000E+00 -8.7330877895E-06
  1.2675000000E+00 -8.7976933646E-06
  1.3068000000E+00 -8.8543159466E-06
  1.3467000000E+00 -8.9028573326E-06
  1.3872000000E+00 -8.9432343151E-06
  1.4283000000E+00 -8.9753787677E-06
  1.4700000000E+00 -8.9992377008E-06
  1.5123000000E+00 -9.0147732851E-06
  1.5552000000E+00 -9.0219628458E-06
  1.5987000000E+00 -9.0207988244E-06
  1.6428000000E+00 -9.0112887122E-06
  1.6875000000E+00 -8.9934549519E-06
  1.7328000000E+00 -8.9673348104E-06
  1.7787000000E+00 -8.9329802222E-06
  1.8252000000E+00 -8.8904576042E-06
  1.8723000000E+00 -8.8398476413E-06
  1.9200000000E+00 -8.7812450457E-06
  1.9683000000E+00 -8.7147582884E-06
  2.0172000000E+00 -8.6405093044E-06
  2.0667000000E+00 -8.5586331731E-06
  2.1168000000E+00 -8.4692777728E-06
  2.1675000000E+00 -8.3726034133E-06
  2.2188000000E+00 -8.2687824436E-06
  2.2707000000E+00 -8.1579988391E-06
  2.3232000000E+00 -8.0404477677E-06
  2.3763000000E+00 -7.9163351352E-06
  2.4300000000E+00 -7.7858771135E-06
  2.4843000000E+00 -7.6492996495E-06
  2.5392000000E+00 -7.5068379591E-06
  2.5947000000E+00 -7.3587360044E-06
  2.6508000000E+00 -7.2052459585E-06
  2.7075000000E+00 -7.0466276557E-06
  2.7648000000E+00 -6.8831480317E-06
  2.8227000000E+00 -6.7150805522E-06
  2.8812000000E+00 -6.5427046336E-06
  2.9403000000E+00 -6.3663050550E-06
  3.0000000000E+00 -6.1861713646E-06
  3.0603000000E+00 -6.0025972802E-06
  3.1212000000E+00 -5.8158800868E-06
  3.1827000000E+00 -5.6263200306E-06
  3.2448000000E+00 -5.4342197133E-06
  3.3075000000E+00 -5.2398834848E-06
  3.3708000000E+00 -5.0436168389E-06
  3.4347000000E+00 -4.8457258109E-06
  3.4992000000E+00 -4.6465163791E-06
  3.5643000000E+00 -4.4462938719E-06
  3.6300000000E+00 -4.2453623813E-06
  3.6963000000E+00 -4.0440241838E-06
  3.7632000000E+00 -3.8425791705E-06
  3.8307000000E+00 -3.6413242870E-06
  3.8988000000E+00 -3.4405529840E-06
  3.9675000000E+00 -3.2405546814E-06
  4.0368000000E+00 -3.0416142439E-06
  4.1067000000E+00 -2.8440114723E-06
  4.1772000000E+00 -2.6480206094E-06
  4.2483000000E+00 -2.4539098621E-06
  4.3200000000E+00 -2.2619409407E-06
  4.3923000000E+00 -2.0723686160E-06
  4.4652000000E+00 -1.8854402955E-06
  4.5387000000E+00 -1.7013956183E-06
  4.6128000000E+00 -1.5204660707E-06
  4.6875000000E+00 -1.3428746230E-06
  4.7628000000E+00 -1.1688353864E-06
