  2.061153622439000E-007 -2.303083243260360E-007  2.283510646468060E-007
  2.081868560730650E-007 -1.995244844751989E-007  1.977063430683717E-007
  2.102791687613270E-007 -1.683949924747162E-007  1.667216782467035E-007
  2.123925095416982E-007 -2.341104979721464E-007  2.320904403223756E-007
  2.145270897500181E-007 -2.358387587203784E-007  2.337901565385440E-007
  2.166831228460860E-007 -2.214837952438990E-007  2.194876254790281E-007
  2.188608244350085E-007 -2.060918753184805E-007  2.041652646898104E-007
  2.210604122887591E-007 -2.571067651897848E-007  2.548915524627330E-007
  2.232821063679562E-007 -2.424061495636595E-007  2.402490781599835E-007
  2.255261288438591E-007 -2.277055339375342E-007  2.256066038572333E-007
  2.277927041205855E-007 -2.126592661617616E-007  2.106241863112499E-007
  2.300820588575518E-007 -2.147331790596404E-007  2.126638457706515E-007
  2.323944219921395E-007 -2.489735404069407E-007  2.467079997814222E-007
  2.347300247625892E-007 -2.500104968558803E-007  2.477278295111228E-007
  2.370891007311241E-007 -2.353098812297550E-007  2.330853552083734E-007
  2.394718858073070E-007 -2.859791189514130E-007  2.834716997380620E-007
  2.418786182716312E-007 -3.041362560740015E-007  3.015136064731484E-007
  2.443095387993488E-007 -2.740437205224580E-007  2.715487713811816E-007
  2.467648904845383E-007 -2.918552054954013E-007  2.892507348730336E-007
  2.492449188644143E-007 -3.103579947676366E-007  3.076325848513535E-007
  2.517498719438816E-007 -3.606815803396495E-007  3.576789861378086E-007
  2.542800002203354E-007 -3.798756739111776E-007  3.767407226025964E-007
  2.568355567087120E-007 -3.333542619852756E-007  3.304336969917118E-007
  2.594167969667899E-007 -3.350825227335080E-007  3.321334132078786E-007
  2.620239791207458E-007 -3.696685362304559E-007  3.665175104618837E-007
  2.646573638909678E-007 -3.560048770532685E-007  3.528948658888348E-007
  2.673172146181275E-007 -3.087921608280745E-007  3.059079537914823E-007
  2.700037972895140E-007 -3.598070506993785E-007  3.566342415644053E-007
  2.727173805656335E-007 -3.464890436718387E-007  3.433515402345891E-007
  2.754582358070747E-007 -3.971582813934976E-007  3.937378847642778E-007
  2.782266371016460E-007 -3.834946222163110E-007  3.801152401912289E-007
  2.810228612917836E-007 -3.866054915631282E-007  3.831747293803323E-007
  2.838471880022370E-007 -4.047626286857175E-007  4.012166361154187E-007
  2.866998996680307E-007 -4.236110701076005E-007  4.199384293369713E-007
  2.895812815627086E-007 -4.428051636791286E-007  4.390001658017591E-007
  2.924916218268613E-007 -4.287958523522961E-007  4.250375779854767E-007
  2.954312114969406E-007 -4.808476986725396E-007  4.767836954881003E-007
  2.984003445343630E-007 -4.507551631209953E-007  4.468188603961327E-007
  3.013993178549066E-007 -4.867237852165280E-007  4.825627306230710E-007
  3.044284313584026E-007 -4.891433502640532E-007  4.849423333257074E-007
  3.074879879587257E-007 -4.765166475358055E-007  4.723395184823591E-007
  3.105782936140856E-007 -4.789362125833307E-007  4.747191211849938E-007
  3.136996573576229E-007 -4.498806334807252E-007  4.457741158227284E-007
  3.168523913283132E-007 -5.508734567743960E-007  5.462068616388722E-007
  3.200368108021809E-007 -5.368641454475626E-007  5.322442738225907E-007
  3.232532342238271E-007 -5.564038911687384E-007  5.516459535306095E-007
  3.265019832382742E-007 -5.123020442903607E-007  5.077185306223595E-007
  3.297833827231311E-007 -6.129492154343848E-007  6.078113331952697E-007
  3.330977608210807E-007 -5.678104121070675E-007  5.628640805573200E-007
  3.364454489726948E-007 -5.544924050795286E-007  5.495813792275064E-007
  3.398267819495783E-007 -5.908066793247072E-007  5.856651926976774E-007
  3.432420978878466E-007 -6.267753014202407E-007  6.214090629246175E-007
  3.466917383219398E-007 -5.984110266169272E-007  5.931439440488184E-007
  3.501760482187759E-007 -6.343796487124624E-007  6.288878142757567E-007
  3.536953760122483E-007 -5.895864975347902E-007  5.842805048810397E-007
  3.572500736380690E-007 -6.912706251277547E-007  6.853931371836514E-007
  3.608404965689629E-007 -6.957641030731566E-007  6.898123993456880E-007
  3.644670038502152E-007 -6.999119288689151E-007  6.938917182644920E-007
  3.681299581355759E-007 -6.712020019159547E-007  6.652866561454602E-007
  3.718297257235262E-007 -7.571485574338526E-007  7.507369844156193E-007
  3.755666765939080E-007 -6.962721820314720E-007  6.901274277452188E-007
  3.793411844449224E-007 -7.175401885008794E-007  7.112288236694077E-007
  3.831536267305001E-007 -7.542001148957048E-007  7.476525803828131E-007
  3.870043846980465E-007 -7.912056934401754E-007  7.844162803394529E-007
  3.908938434265675E-007 -7.638783750858040E-007  7.571709911933569E-007
  3.948223918651771E-007 -7.687175051808528E-007  7.619301965986280E-007
  3.987904228719929E-007 -8.064143880246170E-007  7.993737830417331E-007
  4.027983332534224E-007 -8.119448224189594E-007  8.048128749334712E-007
  4.068465238038437E-007 -8.982370300865058E-007  8.906031464468664E-007
  4.109353993456852E-007 -8.377063068337704E-007  8.303335330196985E-007
  4.150653687699086E-007 -8.600112697521165E-007  8.524547586735872E-007
  4.192368450768980E-007 -8.658873562961040E-007  8.582337938085613E-007
  4.234502454177603E-007 -9.521795639636504E-007  9.440240653219531E-007
  4.277059911360407E-007 -9.580556505076379E-007  9.498031004569273E-007
  4.320045078098576E-007 -9.639317370516271E-007  9.555821355918980E-007
  4.363462252944604E-007 -9.698078235956146E-007  9.613611707268688E-007
  4.407315777652157E-007 -1.008541662888319E-006  9.998245868996771E-007
  4.451610037610251E-007 -1.064050030705028E-006  1.054970136834636E-006
  4.496349462281793E-007 -1.020639488125941E-006  1.011722600412855E-006
  4.541538525646534E-007 -1.092922384466655E-006  1.083550284109966E-006
  4.587181746648468E-007 -1.083406551085223E-006  1.074006958455722E-006
  4.633283689647730E-007 -1.089973941928506E-006  1.080465880077161E-006
  4.679848964877040E-007 -1.096886984921435E-006  1.087264744941835E-006
  4.726882228902725E-007 -1.103800027914362E-006  1.094063609806506E-006
  4.774388185090382E-007 -1.143570823656005E-006  1.133546855709015E-006
  4.822371584075218E-007 -1.167258395172935E-006  1.157027854335841E-006
  4.870837224237117E-007 -1.239541291513646E-006  1.228855538032951E-006
  4.919789952180485E-007 -1.231408066730806E-006  1.220671985351639E-006
  4.969234663218909E-007 -1.271178862472446E-006  1.260155231254149E-006
  5.019176301864698E-007 -1.262699985539956E-006  1.251631735329605E-006
  5.069619862323334E-007 -1.303853389880183E-006  1.292474754205045E-006
  5.120570388992901E-007 -1.377173242669834E-006  1.365322267631863E-006
