  2.061153622439000E-007 -1.797047355708779E-013  2.143323378094430E-013
  2.081868560730650E-007 -1.758919647625075E-013  2.110886075298613E-013
  2.102791687613270E-007 -1.901759220865929E-013  2.268553189804670E-013
  2.123925095416982E-007 -1.995120561766344E-013  2.375090055230168E-013
  2.145270897500181E-007 -1.997998262004482E-013  2.386574712004728E-013
  2.166831228460860E-007 -2.091359602904895E-013  2.493111577430226E-013
  2.188608244350085E-007 -2.090000891133732E-013  2.500992089449692E-013
  2.210604122887591E-007 -2.183362232034145E-013  2.607528954875191E-013
  2.232821063679562E-007 -2.223008928584821E-013  2.659331426465038E-013
  2.255261288438591E-007 -2.307897445466635E-013  2.758660002380354E-013
  2.277927041205855E-007 -2.397022374357749E-013  2.861592723050761E-013
  2.300820588575518E-007 -2.432432658899125E-013  2.909791049885517E-013
  2.323944219921395E-007 -2.558326584102777E-013  3.053041585371208E-013
  2.347300247625892E-007 -2.593736868644153E-013  3.101239912205966E-013
  2.370891007311241E-007 -2.678625385525965E-013  3.200568488121282E-013
  2.394718858073070E-007 -2.791810074701718E-013  3.333006589341702E-013
  2.418786182716312E-007 -2.827220359243094E-013  3.381204916176460E-013
  2.443095387993488E-007 -2.944641460428143E-013  3.517247162151968E-013
  2.467648904845383E-007 -3.062062561613198E-013  3.653289408127483E-013
  2.492449188644143E-007 -3.175247250788947E-013  3.785727509347905E-013
  2.517498719438816E-007 -3.152706478971285E-013  3.775587297591917E-013
  2.542800002203354E-007 -3.384670981103255E-013  4.036187132768380E-013
  2.568355567087120E-007 -3.452613849947867E-013  4.121099129663335E-013
  2.594167969667899E-007 -3.516320306783180E-013  4.202406981803196E-013
  2.620239791207458E-007 -3.662037580262166E-013  4.371558753083814E-013
  2.646573638909678E-007 -3.803518441731858E-013  4.537106379609339E-013
  2.673172146181275E-007 -3.903993894879708E-013  4.658732046564486E-013
  2.700037972895140E-007 -4.099189400699142E-013  4.879014066925664E-013
  2.727173805656335E-007 -4.104944801175410E-013  4.901983380474784E-013
  2.754582358070747E-007 -4.237952838626505E-013  5.060322717490131E-013
  2.782266371016460E-007 -4.452971692721270E-013  5.306505973646227E-013
  2.810228612917836E-007 -4.499732501519385E-013  5.373397246765724E-013
  2.838471880022370E-007 -4.673745947292311E-013  5.575658543351450E-013
  2.866998996680307E-007 -4.707797520062519E-013  5.631737382205673E-013
  2.895812815627086E-007 -4.918579962147988E-013  5.874316493606683E-013
  2.924916218268613E-007 -5.129362404233454E-013  6.116895605007694E-013
  2.954312114969406E-007 -5.245424793647343E-013  6.260818363002678E-013
  2.984003445343630E-007 -5.353014359042628E-013  6.397532831487471E-013
  3.013993178549066E-007 -5.682576614084315E-013  6.768273676844524E-013
  3.044284313584026E-007 -5.744924359148466E-013  6.857462041003858E-013
  3.074879879587257E-007 -5.893519332865589E-013  7.038098469059038E-013
  3.105782936140856E-007 -6.087356126913857E-013  7.266261001439677E-013
  3.136996573576229E-007 -6.227478276612387E-013  7.439689139984679E-013
  3.168523913283132E-007 -6.363364014301610E-013  7.609513133774579E-013
  3.200368108021809E-007 -6.659034973268889E-013  7.951420821090909E-013
  3.232532342238271E-007 -6.876931527601790E-013  8.209088734021566E-013
  3.265019832382742E-007 -7.131597078247239E-013  8.507074461767513E-013
  3.297833827231311E-007 -7.213768171586720E-013  8.622164061721760E-013
  3.330977608210807E-007 -7.541971714857241E-013  9.000785419098286E-013
  3.364454489726948E-007 -7.615669984178125E-013  9.108666729542356E-013
  3.398267819495783E-007 -7.808148066455235E-013  9.344709773942471E-013
  3.432420978878466E-007 -8.209889602350821E-013  9.803966760949568E-013
  3.466917383219398E-007 -8.656872958577559E-013  1.031074985228213E-012
  3.501760482187759E-007 -8.758867400192387E-013  1.045174068803131E-012
  3.536953760122483E-007 -9.007937827057367E-013  1.075400278304163E-012
  3.572500736380690E-007 -9.146701264984727E-013  1.093531143360610E-012
  3.608404965689629E-007 -9.404244515868312E-013  1.124478181812660E-012
  3.644670038502152E-007 -9.989831033326598E-013  1.190562787921014E-012
  3.681299581355759E-007 -1.013994499551069E-012  1.210562947605934E-012
  3.718297257235262E-007 -1.041731159466961E-012  1.244100109637478E-012
  3.755666765939080E-007 -1.073144719014106E-012  1.281669053150549E-012
  3.793411844449224E-007 -1.111912077823760E-012  1.327301559626679E-012
  3.831536267305001E-007 -1.135971838108398E-012  1.356806940176692E-012
  3.870043846980465E-007 -1.182092996180557E-012  1.410503009615879E-012
  3.908938434265675E-007 -1.210117426120263E-012  1.445188637324879E-012
  3.948223918651771E-007 -1.221739692731234E-012  1.462305481205727E-012
  3.987904228719929E-007 -1.284263014132130E-012  1.533570334473065E-012
  4.027983332534224E-007 -1.317946678530623E-012  1.574877867243083E-012
  4.068465238038437E-007 -1.345123826068468E-012  1.608842666001065E-012
  4.109353993456852E-007 -1.420660181190659E-012  1.694792987292480E-012
  4.150653687699086E-007 -1.437094399858557E-012  1.717810907283331E-012
  4.192368450768980E-007 -1.486332945183926E-012  1.775966394930484E-012
  4.234502454177603E-007 -1.517474762376838E-012  1.815111440847450E-012
  4.277059911360407E-007 -1.591316552695310E-012  1.899620104236830E-012
  4.320045078098576E-007 -1.623305652290082E-012  1.939485979104813E-012
  4.363462252944604E-007 -1.675661584868659E-012  2.002100884959935E-012
  4.407315777652157E-007 -1.721511000586586E-012  2.057373056803014E-012
  4.451610037610251E-007 -1.781220732427670E-012  2.128051525621191E-012
  4.496349462281793E-007 -1.834423947408105E-012  2.191387260427328E-012
  4.541538525646534E-007 -1.882543467977382E-012  2.250398021527358E-012
  4.587181746648468E-007 -1.941405917416605E-012  2.320355661394516E-012
  4.633283689647730E-007 -2.014975965380843E-012  2.406440427187792E-012
  4.679848964877040E-007 -2.080344931680715E-012  2.483740801066987E-012
  4.726882228902725E-007 -2.144019333176864E-012  2.559599517044149E-012
  4.774388185090382E-007 -2.196950805803070E-012  2.624511354254180E-012
  4.822371584075218E-007 -2.258083360093638E-012  2.698207583378289E-012
  4.870837224237117E-007 -2.316674067178629E-012  2.769741325649339E-012
  4.919789952180485E-007 -2.425318546651688E-012  2.894702248355863E-012
  4.969234663218909E-007 -2.473166324866731E-012  2.955289111859786E-012
  5.019176301864698E-007 -2.546464630476734E-012  3.042949980056953E-012
  5.069619862323334E-007 -2.625422170545529E-012  3.137232753315142E-012
  5.120570388992901E-007 -2.704379710614323E-012  3.231515526573333E-012
  5.172032976968522E-007 -2.797197566806273E-012  3.341204596806617E-012
  5.224012772551882E-007 -2.896521939858870E-012  3.458236401051941E-012
  5.276514973765856E-007 -2.963889268655853E-012  3.540851466591983E-012
  5.329544830874317E-007 -3.058977229699152E-012  3.654279126082216E-012
  5.383107646907167E-007 -3.135968462609993E-012  3.748696343842263E-012
  5.437208778190647E-007 -3.249153151785746E-012  3.881134445062683E-012
  5.491853634882967E-007 -3.340851983221600E-012  3.991678788748845E-012
  5.547047681515337E-007 -3.448105695584332E-012  4.119071087312136E-012
  5.602796437538412E-007 -3.520013234084015E-012  4.209163331366074E-012
  5.659105477874254E-007 -3.665730507563005E-012  4.378315102646692E-012
  5.715980433473820E-007 -3.758004879046488E-012  4.491156377687763E-012
  5.773426991880067E-007 -3.882236294785582E-012  4.638414391434120E-012
  5.831450897796707E-007 -4.004773145720956E-012  4.784230747278440E-012
  5.890057953662685E-007 -4.151913241649435E-012  4.956400278864990E-012
  5.949254020232427E-007 -4.269366398173648E-012  5.097891661003202E-012
  6.009045017161921E-007 -4.402374435624736E-012  5.256230998018542E-012
  6.069436923600686E-007 -4.530298778664670E-012  5.410245361327778E-012
  6.130435778789690E-007 -4.665576920967104E-012  5.572323287600072E-012
  6.192047682665288E-007 -4.783605617538946E-012  5.716111601093202E-012
  6.254278796469210E-007 -4.930202228758960E-012  5.891433337487530E-012
  6.317135343364694E-007 -5.093201003307700E-012  6.084323857710015E-012
  6.380623609058812E-007 -5.261859012315243E-012  6.283836282993526E-012
  6.444749942431040E-007 -5.409878445984739E-012  6.462175779693787E-012
  6.509520756168154E-007 -5.570063630973672E-012  6.654479915467116E-012
  6.574942527405504E-007 -5.764747707423803E-012  6.883363276798779E-012
  6.641021798374731E-007 -5.903447034672839E-012  7.053773655037843E-012
  6.707765177057999E-007 -6.073256123775633E-012  7.257879943031173E-012
  6.775179337848795E-007 -6.256078246599721E-012  7.476671699048585E-012
  6.843271022219378E-007 -6.475669365736338E-012  7.735781269881283E-012
  6.912047039394927E-007 -6.677163756740503E-012  7.975880398983790E-012
  6.981514267034474E-007 -6.875269018137236E-012  8.213096212282224E-012
  7.051679651918673E-007 -7.077338949189033E-012  8.455492272739644E-012
  7.122550210644483E-007 -7.292421913962118E-012  8.712573801221152E-012
  7.194133030326836E-007 -7.505810313931489E-012  8.968213671800607E-012
  7.266435269307352E-007 -7.746919346147180E-012  9.254666136330266E-012
  7.339464157870182E-007 -8.008395211346660E-012  9.563867631847055E-012
  7.413226998965040E-007 -8.231983055477512E-012  9.833606586001443E-012
  7.487731168937503E-007 -8.484986096658389E-012  1.013559979200806E-011
  7.562984118266657E-007 -8.751002171560567E-012  1.045227846603874E-011
  7.638993372310146E-007 -8.975741095786676E-012  1.072661128290295E-011
  7.715766532056714E-007 -9.266088673327727E-012  1.107121923507976E-011
