  2.061153622439000E-007 -1.416416165493367E-013  1.714748671751311E-013
  2.081868560730650E-007 -1.460172765786907E-013  1.765561838195455E-013
  2.102791687613270E-007 -1.505361922825575E-013  1.821953493987096E-013
  2.123925095416982E-007 -1.543686184074395E-013  1.868695344852074E-013
  2.145270897500181E-007 -1.609321084514707E-013  1.944915094518292E-013
  2.166831228460860E-007 -1.677672154477380E-013  2.023170501974095E-013
  2.188608244350085E-007 -1.675104928922909E-013  2.030256165089915E-013
  2.210604122887591E-007 -1.755753233720147E-013  2.122232693051546E-013
  2.232821063679562E-007 -1.768199412522602E-013  2.145075134462779E-013
  2.255261288438591E-007 -1.893887930390617E-013  2.284321997310644E-013
  2.277927041205855E-007 -1.956806661308568E-013  2.358506089187280E-013
  2.300820588575518E-007 -1.961104331543942E-013  2.375241557229761E-013
  2.323944219921395E-007 -2.039036466818820E-013  2.465182427401807E-013
  2.347300247625892E-007 -2.141563071762828E-013  2.582565538585511E-013
  2.370891007311241E-007 -2.154009250565284E-013  2.605407979996743E-013
  2.394718858073070E-007 -2.203347133871434E-013  2.669413782925460E-013
  2.418786182716312E-007 -2.320887143172369E-013  2.802553672404576E-013
  2.443095387993488E-007 -2.345630556809388E-013  2.839117234321637E-013
  2.467648904845383E-007 -2.424995248829392E-013  2.934636593841178E-013
  2.492449188644143E-007 -2.542535258130325E-013  3.067776483320293E-013
  2.517498719438816E-007 -2.586440802391756E-013  3.127710970669843E-013
  2.542800002203354E-007 -2.672670390201603E-013  3.232880135116043E-013
  2.568355567087120E-007 -2.802507634337104E-013  3.379741145100987E-013
  2.594167969667899E-007 -2.831399774241608E-013  3.423918854155125E-013
  2.620239791207458E-007 -2.872589148980680E-013  3.481817683715092E-013
  2.646573638909678E-007 -2.943805332433602E-013  3.571230069865883E-013
  2.673172146181275E-007 -3.122831515907361E-013  3.772975561874138E-013
  2.700037972895140E-007 -3.211777273239570E-013  3.880180384109923E-013
  2.727173805656335E-007 -3.247534308933920E-013  3.934007898090722E-013
  2.754582358070747E-007 -3.391101344649108E-013  4.100168517928989E-013
  2.782266371016460E-007 -3.546965615198864E-013  4.280050258273081E-013
  2.810228612917836E-007 -3.607317120562348E-013  4.361320013265540E-013
  2.838471880022370E-007 -3.697695434639679E-013  4.474103324848817E-013
  2.866998996680307E-007 -3.853559705189435E-013  4.653985065192913E-013
  2.895812815627086E-007 -3.980829723770464E-013  4.807931738293674E-013
  2.924916218268613E-007 -4.023451655254658E-013  4.871409057201137E-013
  2.954312114969406E-007 -4.246234439021958E-013  5.123967715653537E-013
  2.984003445343630E-007 -4.295721266296003E-013  5.197094839487659E-013
  3.013993178549066E-007 -4.483044902304731E-013  5.414068625770072E-013
  3.044284313584026E-007 -4.622612155720325E-013  5.581736419376662E-013
  3.074879879587257E-007 -4.673531539739492E-013  5.660442032558280E-013
  3.105782936140856E-007 -4.890881984462075E-013  5.908929375431515E-013
