  2.061153622439000E-007  2.371766815143995E-019  1.912664032516524E-019
  2.081868560730650E-007  2.419679683040894E-019  1.951302408994336E-019
  2.102791687613270E-007  2.468560455073835E-019  1.990721332453458E-019
  2.123925095416982E-007  2.518428684203384E-019  2.030936570988866E-019
  2.145270897500181E-007  2.569304318386111E-019  2.071964211232185E-019
  2.166831228460860E-007  2.621207708554041E-019  2.113820664786556E-019
  2.188608244350085E-007  2.674159616755294E-019  2.156522674791491E-019
  2.210604122887591E-007  2.728181224459186E-019  2.200087322620362E-019
  2.232821063679562E-007  2.783294141029096E-019  2.244532034713171E-019
  2.255261288438591E-007  2.839520412366501E-019  2.289874589547357E-019
  2.277927041205855E-007  2.896882529729630E-019  2.336133124749431E-019
  2.300820588575518E-007  2.955403438730266E-019  2.383326144350261E-019
  2.323944219921395E-007  3.015106548512299E-019  2.431472526186937E-019
  2.347300247625892E-007  3.076015741115693E-019  2.480591529454154E-019
  2.370891007311241E-007  3.138155381029624E-019  2.530702802408147E-019
  2.394718858073070E-007  3.201550324938597E-019  2.581826390226257E-019
  2.418786182716312E-007  3.266225931665450E-019  2.633982743025269E-019
  2.443095387993488E-007  3.332208072315230E-019  2.687192724041728E-019
  2.467648904845383E-007  3.399523140623970E-019  2.741477617977519E-019
  2.492449188644143E-007  3.468198063516539E-019  2.796859139514023E-019
  2.517498719438816E-007  3.538260311877772E-019  2.853359441998285E-019
  2.542800002203354E-007  3.609737911541188E-019  2.911001126304645E-019
  2.568355567087120E-007  3.682659454499701E-019  2.969807249875394E-019
  2.594167969667899E-007  3.757054110342794E-019  3.029801335944049E-019
  2.620239791207458E-007  3.832951637924749E-019  3.091007382944973E-019
  2.646573638909678E-007  3.910382397268577E-019  3.153449874113057E-019
  2.673172146181275E-007  3.989377361710440E-019  3.217153787277345E-019
  2.700037972895140E-007  4.069968130289392E-019  3.282144604852498E-019
  2.727173805656335E-007  4.152186940387426E-019  3.348448324032105E-019
  2.754582358070747E-007  4.236066680624848E-019  3.416091467187897E-019
  2.782266371016460E-007  4.321640904016160E-019  3.485101092479059E-019
  2.810228612917836E-007  4.408943841391725E-019  3.555504804675845E-019
  2.838471880022370E-007  4.498010415090548E-019  3.627330766201864E-019
  2.866998996680307E-007  4.588876252929681E-019  3.700607708399420E-019
  2.895812815627086E-007  4.681577702455815E-019  3.775364943022429E-019
  2.924916218268613E-007  4.776151845484803E-019  3.851632373961518E-019
  2.954312114969406E-007  4.872636512934858E-019  3.929440509205975E-019
  2.984003445343630E-007  4.971070299959439E-019  4.008820473047352E-019
  3.013993178549066E-007  5.071492581385826E-019  4.089804018529600E-019
  3.044284313584026E-007  5.173943527465569E-019  4.172423540150707E-019
  3.074879879587257E-007  5.278464119943131E-019  4.256712086820932E-019
  3.105782936140856E-007  5.385096168449131E-019  4.342703375082802E-019
  3.136996573576229E-007  5.493882327224751E-019  4.430431802598189E-019
  3.168523913283132E-007  5.604866112183998E-019  4.519932461907826E-019
  3.200368108021809E-007  5.718091918320667E-019  4.611241154468796E-019
  3.232532342238271E-007  5.833605037466905E-019  4.704394404975589E-019
  3.265019832382742E-007  5.951451676410568E-019  4.799429475970467E-019
  3.297833827231311E-007  6.071678975378543E-019  4.896384382748980E-019
  3.330977608210807E-007  6.194335026893466E-019  4.995297908566586E-019
  3.364454489726948E-007  6.319468895011384E-019  5.096209620152483E-019
  3.398267819495783E-007  6.447130634948014E-019  5.199159883536806E-019
  3.432420978878466E-007  6.577371313101510E-019  5.304189880197599E-019
  3.466917383219398E-007  6.710243027479701E-019  5.411341623533945E-019
  3.501760482187759E-007  6.845798928539983E-019  5.520657975671892E-019
  3.536953760122483E-007  6.984093240450219E-019  5.632182664609860E-019
  3.572500736380690E-007  7.125181282779117E-019  5.745960301710441E-019
  3.608404965689629E-007  7.269119492624814E-019  5.862036399545534E-019
  3.644670038502152E-007  7.415965447190444E-019  5.980457390101970E-019
  3.681299581355759E-007  7.565777886815807E-019  6.101270643354944E-019
  3.718297257235262E-007  7.718616738474282E-019  6.224524486216619E-019
  3.755666765939080E-007  7.874543139744408E-019  6.350268221867549E-019
  3.793411844449224E-007  8.033619463265740E-019  6.478552149478594E-019
  3.831536267305001E-007  8.195909341688730E-019  6.609427584331279E-019
  3.870043846980465E-007  8.361477693128645E-019  6.742946878344572E-019
  3.908938434265675E-007  8.530390747133668E-019  6.879163441016361E-019
  3.948223918651771E-007  8.702716071177604E-019  7.018131760787957E-019
  3.987904228719929E-007  8.878522597687771E-019  7.159907426840208E-019
  4.027983332534224E-007  9.057880651618894E-019  7.304547151329899E-019
  4.068465238038437E-007  9.240861978584016E-019  7.452108792075383E-019
  4.109353993456852E-007  9.427539773553708E-019  7.602651375700472E-019
  4.150653687699086E-007  9.617988710135025E-019  7.756235121245878E-019
  4.192368450768980E-007  9.812284970441959E-019  7.912921464257629E-019
  4.234502454177603E-007  1.001050627556928E-018  8.072773081362110E-019
  4.277059911360407E-007  1.021273191668202E-018  8.235853915337545E-019
  4.320045078098576E-007  1.041904278673302E-018  8.402229200691963E-019
  4.363462252944604E-007  1.062952141282112E-018  8.571965489757878E-019
  4.407315777652157E-007  1.084425198920320E-018  8.745130679314089E-019
  4.451610037610251E-007  1.106332041097291E-018  8.921794037745328E-019
  4.496349462281793E-007  1.128681430841992E-018  9.102026232750499E-019
  4.541538525646534E-007  1.151482308208316E-018  9.285899359610741E-019
  4.587181746648468E-007  1.174743793851225E-018  9.473486970028470E-019
  4.633283689647730E-007  1.198475192675135E-018  9.664864101549054E-019
