  0.0000000000E+00  0.0000000000E+00
  3.0000000000E-04 -2.1664258879E-09
  1.2000000000E-03 -8.6632153804E-09
  2.7000000000E-03 -1.9482906945E-08
  4.8000000000E-03 -3.4613074631E-08
  7.5000000000E-03 -5.4036342957E-08
  1.0800000000E-02 -7.7730407735E-08
  1.4700000000E-02 -1.0566806279E-07
  1.9200000000E-02 -1.3781723255E-07
  2.4300000000E-02 -1.7414101046E-07
  3.0000000000E-02 -2.1459770319E-07
  3.6300000000E-02 -2.5914088053E-07
  4.3200000000E-02 -3.0771943099E-07
  5.0700000000E-02 -3.6027762292E-07
  5.8800000000E-02 -4.1675517120E-07
  6.7500000000E-02 -4.7708730934E-07
  7.6800000000E-02 -5.4120486683E-07
  8.6700000000E-02 -6.0903435187E-07
  9.7200000000E-02 -6.8049803909E-07
  1.0830000000E-01 -7.5551406233E-07
  1.2000000000E-01 -8.3399651233E-07
  1.3230000000E-01 -9.1585553917E-07
  1.4520000000E-01 -1.0009974594E-06
  1.5870000000E-01 -1.0893248674E-06
  1.7280000000E-01 -1.1807367517E-06
  1.8750000000E-01 -1.2751286148E-06
  2.0280000000E-01 -1.3723925977E-06
  2.1870000000E-01 -1.4724176074E-06
  2.3520000000E-01 -1.5750894496E-06
  2.5230000000E-01 -1.6802909634E-06
  2.7000000000E-01 -1.7879021605E-06
  2.8830000000E-01 -1.8978003670E-06
  3.0720000000E-01 -2.0098603687E-06
  3.2670000000E-01 -2.1239545588E-06
  3.4680000000E-01 -2.2399530887E-06
  3.6750000000E-01 -2.3577240208E-06
  3.8880000000E-01 -2.4771334843E-06
  4.1070000000E-01 -2.5980458321E-06
  4.3320000000E-01 -2.7203238005E-06
  4.5630000000E-01 -2.8438286702E-06
  4.8000000000E-01 -2.9684204286E-06
  5.0430000000E-01 -3.0939579338E-06
  5.2920000000E-01 -3.2202990794E-06
  5.5470000000E-01 -3.3473009603E-06
  5.8080000000E-01 -3.4748200388E-06
  6.0750000000E-01 -3.6027123120E-06
  6.3480000000E-01 -3.7308334783E-06
  6.6270000000E-01 -3.8590391051E-06
  6.9120000000E-01 -3.9871847952E-06
  7.2030000000E-01 -4.1151263539E-06
  7.5000000000E-01 -4.2427199547E-06
  7.8030000000E-01 -4.3698223048E-06
  8.1120000000E-01 -4.4962908088E-06
  8.4270000000E-01 -4.6219837324E-06
  8.7480000000E-01 -4.7467603635E-06
  9.0750000000E-01 -4.8704811725E-06
  9.4080000000E-01 -4.9930079706E-06
  9.7470000000E-01 -5.1142040659E-06
  1.0092000000E+00 -5.2339344177E-06
  1.0443000000E+00 -5.3520657880E-06
  1.0800000000E+00 -5.4684668909E-06
  1.1163000000E+00 -5.5830085390E-06
  1.1532000000E+00 -5.6955637871E-06
  1.1907000000E+00 -5.8060080725E-06
  1.2288000000E+00 -5.9142193526E-06
  1.2675000000E+00 -6.0200782385E-06
  1.3068000000E+00 -6.1234681254E-06
  1.3467000000E+00 -6.2242753194E-06
  1.3872000000E+00 -6.3223891600E-06
  1.4283000000E+00 -6.4177021392E-06
  1.4700000000E+00 -6.5101100157E-06
  1.5123000000E+00 -6.5995119257E-06
  1.5552000000E+00 -6.6858104888E-06
  1.5987000000E+00 -6.7689119093E-06
  1.6428000000E+00 -6.8487260729E-06
  1.6875000000E+00 -6.9251666395E-06
  1.7328000000E+00 -6.9981511298E-06
  1.7787000000E+00 -7.0676010079E-06
  1.8252000000E+00 -7.1334417588E-06
  1.8723000000E+00 -7.1956029606E-06
  1.9200000000E+00 -7.2540183514E-06
  1.9683000000E+00 -7.3086258916E-06
  2.0172000000E+00 -7.3593678199E-06
  2.0667000000E+00 -7.4061907051E-06
  2.1168000000E+00 -7.4490454918E-06
  2.1675000000E+00 -7.4878875404E-06
  2.2188000000E+00 -7.5226766629E-06
  2.2707000000E+00 -7.5533771514E-06
  2.3232000000E+00 -7.5799578031E-06
  2.3763000000E+00 -7.6023919378E-06
  2.4300000000E+00 -7.6206574117E-06
  2.4843000000E+00 -7.6347366243E-06
  2.5392000000E+00 -7.6446165207E-06
  2.5947000000E+00 -7.6502885879E-06
  2.6508000000E+00 -7.6517488457E-06
  2.7075000000E+00 -7.6489978328E-06
  2.7648000000E+00 -7.6420405865E-06
  2.8227000000E+00 -7.6308866181E-06
  2.8812000000E+00 -7.6155498820E-06
  2.9403000000E+00 -7.5960487406E-06
  3.0000000000E+00 -7.5724059233E-06
  3.0603000000E+00 -7.5446484806E-06
  3.1212000000E+00 -7.5128077335E-06
  3.1827000000E+00 -7.4769192178E-06
  3.2448000000E+00 -7.4370226231E-06
  3.3075000000E+00 -7.3931617282E-06
  3.3708000000E+00 -7.3453843304E-06
  3.4347000000E+00 -7.2937421718E-06
  3.4992000000E+00 -7.2382908601E-06
  3.5643000000E+00 -7.1790897854E-06
  3.6300000000E+00 -7.1162020332E-06
  3.6963000000E+00 -7.0496942932E-06
  3.7632000000E+00 -6.9796367635E-06
  3.8307000000E+00 -6.9061030525E-06
  3.8988000000E+00 -6.8291700757E-06
  3.9675000000E+00 -6.7489179499E-06
  4.0368000000E+00 -6.6654298842E-06
  4.1067000000E+00 -6.5787920668E-06
  4.1772000000E+00 -6.4890935503E-06
  4.2483000000E+00 -6.3964261327E-06
  4.3200000000E+00 -6.3008842367E-06
  4.3923000000E+00 -6.2025647863E-06
  4.4652000000E+00 -6.1015670807E-06
  4.5387000000E+00 -5.9979926664E-06
  4.6128000000E+00 -5.8919452071E-06
  4.6875000000E+00 -5.7835303518E-06
  4.7628000000E+00 -5.6728556014E-06
  4.8387000000E+00 -5.5600301739E-06
  4.9152000000E+00 -5.4451648676E-06
  4.9923000000E+00 -5.3283719244E-06
  5.0700000000E+00 -5.2097648911E-06
  5.1483000000E+00 -5.0894584805E-06
  5.2272000000E+00 -4.9675684316E-06
  5.3067000000E+00 -4.8442113699E-06
  5.3868000000E+00 -4.7195046670E-06
  5.4675000000E+00 -4.5935663006E-06
  5.5488000000E+00 -4.4665147142E-06
  5.6307000000E+00 -4.3384686772E-06
  5.7132000000E+00 -4.2095471463E-06
  5.7963000000E+00 -4.0798691261E-06
  5.8800000000E+00 -3.9495535321E-06
  5.9643000000E+00 -3.8187190537E-06
  6.0492000000E+00 -3.6874840185E-06
  6.1347000000E+00 -3.5559662587E-06
  6.2208000000E+00 -3.4242829779E-06
  6.3075000000E+00 -3.2925506206E-06
  6.3948000000E+00 -3.1608847428E-06
  6.4827000000E+00 -3.0293998848E-06
  6.5712000000E+00 -2.8982094468E-06
  6.6603000000E+00 -2.7674255653E-06
  6.7500000000E+00 -2.6371589936E-06
  6.8403000000E+00 -2.5075189837E-06
  6.9312000000E+00 -2.3786131713E-06
  7.0227000000E+00 -2.2505474638E-06
  7.1148000000E+00 -2.1234259309E-06
  7.2075000000E+00 -1.9973506984E-06
  7.3008000000E+00 -1.8724218453E-06
  7.3947000000E+00 -1.7487373043E-06
  7.4892000000E+00 -1.6263927653E-06
  7.5843000000E+00 -1.5054815825E-06
  7.6800000000E+00 -1.3860946857E-06
  7.7763000000E+00 -1.2683204945E-06
  7.8732000000E+00 -1.1522448366E-06
