  2.061153622439000E-007 -3.840054117626703E-021
  2.081868560730650E-007 -3.957001176135956E-021
  2.102791687613270E-007 -4.077509802809323E-021
  2.123925095416982E-007 -4.201688463545343E-021
  2.145270897500181E-007 -4.329648927521064E-021
  2.166831228460860E-007 -4.461506367808300E-021
  2.188608244350085E-007 -4.597379464988306E-021
  2.210604122887591E-007 -4.737390514020226E-021
  2.232821063679562E-007 -4.881665534299291E-021
  2.255261288438591E-007 -5.030334383082653E-021
  2.277927041205855E-007 -5.183530872369632E-021
  2.300820588575518E-007 -5.341392889341812E-021
  2.323944219921395E-007 -5.504062520470362E-021
  2.347300247625892E-007 -5.671686179403978E-021
  2.370891007311241E-007 -5.844414738750665E-021
  2.394718858073070E-007 -6.022403665873317E-021
  2.418786182716312E-007 -6.205813162821155E-021
  2.443095387993488E-007 -6.394808310521770E-021
  2.467648904845383E-007 -6.589559217365786E-021
  2.492449188644143E-007 -6.790241172315568E-021
  2.517498719438816E-007 -6.997034802676935E-021
  2.542800002203354E-007 -7.210126236676449E-021
  2.568355567087120E-007 -7.429707270988615E-021
  2.594167969667899E-007 -7.655975543366657E-021
  2.620239791207458E-007 -7.889134710529372E-021
  2.646573638909678E-007 -8.129394631465800E-021
  2.673172146181275E-007 -8.376971556323142E-021
  2.700037972895140E-007 -8.632088321045478E-021
  2.727173805656335E-007 -8.894974547942144E-021
  2.754582358070747E-007 -9.165866852362579E-021
  2.782266371016460E-007 -9.445009055666898E-021
  2.810228612917836E-007 -9.732652404680663E-021
  2.838471880022370E-007 -1.002905579783450E-020
  2.866998996680307E-007 -1.033448601819036E-020
  2.895812815627086E-007 -1.064921797356368E-020
  2.924916218268613E-007 -1.097353494395930E-020
  2.954312114969406E-007 -1.130772883654266E-020
  2.984003445343630E-007 -1.165210044837615E-020
  3.013993178549066E-007 -1.200695973715606E-020
  3.044284313584026E-007 -1.237262610019648E-020
  3.074879879587257E-007 -1.274942866190674E-020
  3.105782936140856E-007 -1.313770657002833E-020
