  2.061153622439000E-007  3.308590002106835E-003 -3.326894837869312E-003
  2.081868560730650E-007  3.341841884441016E-003 -3.360330686861354E-003
  2.102791687613270E-007  3.375427953748516E-003 -3.394102571722365E-003
  2.123925095416982E-007  3.409351568664261E-003 -3.428213869668980E-003
  2.145270897500181E-007  3.443616121578003E-003 -3.462667991859411E-003
  2.166831228460860E-007  3.478225038973593E-003 -3.497468383734597E-003
  2.188608244350085E-007  3.513181781771616E-003 -3.532618525362725E-003
  2.210604122887591E-007  3.548489845675476E-003 -3.568121931787248E-003
  2.232821063679562E-007  3.584152761520987E-003 -3.603982153378392E-003
  2.255261288438591E-007  3.620174095629451E-003 -3.640202776188200E-003
  2.277927041205855E-007  3.656557450164306E-003 -3.676787422309145E-003
  2.300820588575518E-007  3.693306463491311E-003 -3.713739750236316E-003
  2.323944219921395E-007  3.730424810542437E-003 -3.751063455233307E-003
  2.347300247625892E-007  3.767916203183310E-003 -3.788762269701715E-003
  2.370891007311241E-007  3.805784390584445E-003 -3.826839963554408E-003
  2.394718858073070E-007  3.844033159596136E-003 -3.865300344592499E-003
  2.418786182716312E-007  3.882666335127156E-003 -3.904147258886144E-003
  2.443095387993488E-007  3.921687780527256E-003 -3.943384591159144E-003
  2.467648904845383E-007  3.961101397973492E-003 -3.983016265177422E-003
  2.492449188644143E-007  4.000911128860456E-003 -4.023046244141415E-003
  2.517498719438816E-007  4.041120954194411E-003 -4.063478531082370E-003
  2.542800002203354E-007  4.081734894991394E-003 -4.104317169262674E-003
  2.568355567087120E-007  4.122757012679331E-003 -4.145566242580177E-003
  2.594167969667899E-007  4.164191409504181E-003 -4.187229875976592E-003
  2.620239791207458E-007  4.206042228940153E-003 -4.229312235849974E-003
  2.646573638909678E-007  4.248313656104065E-003 -4.271817530471382E-003
  2.673172146181275E-007  4.291009918173860E-003 -4.314750010405693E-003
  2.700037972895140E-007  4.334135284811328E-003 -4.358113968936684E-003
  2.727173805656335E-007  4.377694068589067E-003 -4.401913742496340E-003
  2.754582358070747E-007  4.421690625421756E-003 -4.446153711098522E-003
  2.782266371016460E-007  4.466129355001743E-003 -4.490838298776954E-003
  2.810228612917836E-007  4.511014701239015E-003 -4.535971974027640E-003
  2.838471880022370E-007  4.556351152705601E-003 -4.581559250255719E-003
  2.866998996680307E-007  4.602143243084431E-003 -4.627604686226800E-003
  2.895812815627086E-007  4.648395551622701E-003 -4.674112886522856E-003
  2.924916218268613E-007  4.695112703589801E-003 -4.721088502002662E-003
  2.954312114969406E-007  4.742299370739883E-003 -4.768536230266936E-003
  2.984003445343630E-007  4.789960271778956E-003 -4.816460816128021E-003
  3.013993178549066E-007  4.838100172836858E-003 -4.864867052084452E-003
  3.044284313584026E-007  4.886723887943805E-003 -4.913759778800160E-003
  3.074879879587257E-007  4.935836279511831E-003 -4.963143885588562E-003
  3.105782936140856E-007  4.985442258821023E-003 -5.013024310901493E-003
  3.136996573576229E-007  5.035546786510638E-003 -5.063406042823042E-003
  3.168523913283132E-007  5.086154873075211E-003 -5.114294119568394E-003
  3.200368108021809E-007  5.137271579365569E-003 -5.165693629987631E-003
  3.232532342238271E-007  5.188902017094935E-003 -5.217609714074624E-003
  3.265019832382742E-007  5.241051349350116E-003 -5.270047563481052E-003
  3.297833827231311E-007  5.293724791107783E-003 -5.323012422035542E-003
  3.330977608210807E-007  5.346927609756014E-003 -5.376509586268096E-003
  3.364454489726948E-007  5.400665125621006E-003 -5.430544405939717E-003
  3.398267819495783E-007  5.454942712499130E-003 -5.485122284577397E-003
  3.432420978878466E-007  5.509765798194311E-003 -5.540248680014494E-003
  3.466917383219398E-007  5.565139865060787E-003 -5.595929104936472E-003
  3.501760482187759E-007  5.621070450551408E-003 -5.652169127432233E-003
  3.536953760122483E-007  5.677563147771325E-003 -5.708974371550901E-003
  3.572500736380690E-007  5.734623606037331E-003 -5.766350517864212E-003
  3.608404965689629E-007  5.792257531442815E-003 -5.824303304034618E-003
  3.644670038502152E-007  5.850470687428340E-003 -5.882838525389034E-003
  3.681299581355759E-007  5.909268895358016E-003 -5.941962035498367E-003
  3.718297257235262E-007  5.968658035101630E-003 -6.001679746762897E-003
  3.755666765939080E-007  6.028644045622663E-003 -6.061997631003530E-003
  3.793411844449224E-007  6.089232925572140E-003 -6.122921720058941E-003
  3.831536267305001E-007  6.150430733888544E-003 -6.184458106388803E-003
  3.870043846980465E-007  6.212243590403716E-003 -6.246612943683038E-003
  3.908938434265675E-007  6.274677676454819E-003 -6.309392447477172E-003
  3.948223918651771E-007  6.337739235502481E-003 -6.372802895773896E-003
  3.987904228719929E-007  6.401434573755162E-003 -6.436850629670891E-003
  4.027983332534224E-007  6.465770060799762E-003 -6.501542053994901E-003
  4.068465238038437E-007  6.530752130238600E-003 -6.566883637942287E-003
  4.109353993456852E-007  6.596387280332775E-003 -6.632881915725884E-003
  4.150653687699086E-007  6.662682074651987E-003 -6.699543487228477E-003
  4.192368450768980E-007  6.729643142730923E-003 -6.766875018662763E-003
  4.234502454177603E-007  6.797277180732184E-003 -6.834883243237994E-003
  4.277059911360407E-007  6.865590952115934E-003 -6.903574961833307E-003
  4.320045078098576E-007  6.934591288316239E-003 -6.972957043677796E-003
  4.363462252944604E-007  7.004285089424226E-003 -7.043036427037479E-003
  4.407315777652157E-007  7.074679324878073E-003 -7.113820119909072E-003
  4.451610037610251E-007  7.145781034160000E-003 -7.185315200720870E-003
  4.496349462281793E-007  7.217597327500170E-003 -7.257528819040510E-003
  4.541538525646534E-007  7.290135386587779E-003 -7.330468196290020E-003
  4.587181746648468E-007  7.363402465289184E-003 -7.404140626467905E-003
  4.633283689647730E-007  7.437405890373299E-003 -7.478553476878570E-003
  4.679848964877040E-007  7.512153062244308E-003 -7.553714188869066E-003
  4.726882228902725E-007  7.587651455681696E-003 -7.629630278573239E-003
  4.774388185090382E-007  7.663908620587712E-003 -7.706309337663310E-003
  4.822371584075218E-007  7.740932182742404E-003 -7.783759034109099E-003
  4.870837224237117E-007  7.818729844566165E-003 -7.861987112944786E-003
  4.919789952180485E-007  7.897309385890004E-003 -7.941001397043434E-003
  4.969234663218909E-007  7.976678664733550E-003 -8.020809787899316E-003
  5.019176301864698E-007  8.056845618090827E-003 -8.101420266418018E-003
  5.069619862323334E-007  8.137818262723964E-003 -8.182840893714564E-003
  5.120570388992901E-007  8.219604695964921E-003 -8.265079811919542E-003
  5.172032976968522E-007  8.302213096525162E-003 -8.348145244993301E-003
  5.224012772551882E-007  8.385651725313586E-003 -8.432045499548367E-003
